LULU,20110624,37170003,60,101.685,D,Q,F,
INFA,20110624,37170007,60,56.42,Z,,F,
YRCW,20110624,37170007,60,0.9399,C,,F,
QCOM,20110624,37170013,60,53.5,Q,,F,
QCOM,20110624,37170013,60,53.5,Q,,F,
QCOM,20110624,37170013,170,53.5,Z,,F,
QCOM,20110624,37170017,60,53.5,J,,F,
QCOM,20110624,37170017,170,53.5,J,,F,
GOOG,20110624,37170040,60,478.81,D,Q,F,
CRBC,20110624,37170043,60,0.6824,P,,F,
CIEN,20110624,37170043,170,18.12,P,,F,
CRBC,20110624,37170043,60,0.6824,P,,F,
INFA,20110624,37170043,60,56.42,P,,F,
GOOG,20110624,37170043,60,478.64,Q,,F,
AAPL,20110624,37170053,60,324.7,P,,F,
RBCN,20110624,37170053,60,16.49,P,,F,
NTAP,20110624,37170057,60,50.34,P,,F,
NTAP,20110624,37170057,600,50.35,P,,F,
NTAP,20110624,37170057,60,50.35,P,,F,
NTAP,20110624,37170057,60,50.34,P,,F,
LULU,20110624,37170057,60,101.67,P,,F,
FSLR,20110624,37170057,60,119.92,Q,,F,
NTAP,20110624,37170060,60,50.34,P,,F,
LINTA,20110624,37170067,170,16.02,Q,,F,
LINTA,20110624,37170067,400,16.02,Q,,F,
LINTA,20110624,37170067,60,16.02,Z,,F,
LINTA,20110624,37170067,170,16.02,Q,,F,
LINTA,20110624,37170070,60,16.02,K,,F,
LINTA,20110624,37170070,170,16.02,K,,F,
LINTA,20110624,37170070,60,16.02,Z,,F,
LINTA,20110624,37170070,170,16.02,Z,,F,
LINTA,20110624,37170070,60,16.02,Z,,F,
LINTA,20110624,37170070,60,16.02,Z,,F,
LINTA,20110624,37170070,300,16.02,J,,F,
LINTA,20110624,37170070,60,16.02,Z,,F,
LINTA,20110624,37170070,60,16.02,J,,F,
LINTA,20110624,37170070,60,16.02,Z,,F,
LINTA,20110624,37170070,60,16.02,Y,,F,
ENER,20110624,37170070,60,1.16,B,,F,
GOOG,20110624,37170070,60,478.804,D,Q,F,
ENER,20110624,37170070,170,1.16,B,,F,
LINTA,20110624,37170073,60,16.02,D,Q,F,
LINTA,20110624,37170073,300,16.02,D,Q,F,
LINTA,20110624,37170077,60,16.02,K,,F,
LINTA,20110624,37170080,170,16.02,K,,F,
LINTA,20110624,37170080,60,16.02,K,,F,
LINTA,20110624,37170090,500,16.02,D,Q,F,
LINTA,20110624,37170103,170,16.02,D,N,F,
LINTA,20110624,37170120,60,16.02,D,Q,F,
LINTA,20110624,37170123,60,16.02,D,Q,F,
ARAY,20110624,37170123,60,7.54,Q,,F,
VITC,20110624,37170127,60,4.74,Q,,F,
CA,20110624,37170127,300,21.77,Q,,F,
WYNN,20110624,37170127,60,130.36,P,,F,
CA,20110624,37170127,60,21.77,Q,,F,
CA,20110624,37170130,60,21.77,Q,,F,
CA,20110624,37170130,170,21.77,X,,F,
CA,20110624,37170130,60,21.77,Z,,F,
WYNN,20110624,37170130,60,130.36,P,,F,
CA,20110624,37170130,60,21.77,Z,,F,
CA,20110624,37170130,60,21.77,Q,,F,
WYNN,20110624,37170130,60,130.36,P,,F,
YRCW,20110624,37170133,60,0.9399,P,,F,
FNSR,20110624,37170140,60,15.92,K,,F,
FNSR,20110624,37170140,170,15.92,K,,F,
VITC,20110624,37170150,170,4.74,Q,,F,
LINTA,20110624,37170157,170,16.02,K,,F,
CLDX,20110624,37170160,60,3.24,Y,,F,
CREE,20110624,37170167,170,33.62,D,Q,F,
SODA,20110624,37170170,60,50.91,Z,,F,
SODA,20110624,37170170,60,50.9,Z,,F,
SODA,20110624,37170170,60,50.9,Z,,F,
SODA,20110624,37170170,60,50.9,Z,,F,
CA,20110624,37170173,60,21.77,K,,F,
SODA,20110624,37170177,60,50.9,Z,,F,
SODA,20110624,37170177,60,50.91,Q,,F,
SODA,20110624,37170177,60,50.9,Q,,F,
VITC,20110624,37170180,170,4.74,Q,,F,
CA,20110624,37170183,60,21.77,D,Q,F,
CREE,20110624,37170187,60,33.62,Z,,F,
CREE,20110624,37170187,60,33.62,Q,,F,
CREE,20110624,37170187,60,33.62,Z,,F,
SODA,20110624,37170190,60,50.85,Q,,F,
SODA,20110624,37170190,60,50.88,K,,F,
CBOE,20110624,37170193,60,24.26,Q,,F,
VRGY,20110624,37170170,60,14.96,D,Q,F,
ISSI,20110624,37170170,60,8.85,Q,,F,
SONE,20110624,37170170,60,7.53,Q,,F,
TSEM,20110624,37170170,170,1.13,Q,,F,
HSTM,20110624,37170203,60,11.07,Q,,F,
VECO,20110624,37170207,60,47.04,K,,F,
PAAS,20110624,37170207,60,29.72,Z,,F,
VECO,20110624,37170207,60,47.04,Z,,F,
VECO,20110624,37170207,60,47.04,K,,F,
VECO,20110624,37170207,60,47.04,Q,,F,
WINN,20110624,37170210,60,8.29,Q,,F,
CASY,20110624,37170210,60,44.21,Z,,F,
COST,20110624,37170210,60,79.79,B,,F,
WINN,20110624,37170210,60,8.29,Q,,F,
FRED,20110624,37170210,60,14.01,Q,,F,
ZUMZ,20110624,37170210,60,24.01,Q,,F,
HIBB,20110624,37170210,60,39.285,B,,F,
FINL,20110624,37170210,60,22.71,Q,,F,
RP,20110624,37170210,60,24.95,Z,,F,
HSNI,20110624,37170210,60,30.91,Q,,F,
CHNG,20110624,37170210,60,3.01,Z,,F,
ACHN,20110624,37170210,60,7.12,Q,,F,
SFLY,20110624,37170213,60,52.18,Q,,F,
WTSLA,20110624,37170213,60,4.39,Z,,F,
ACHN,20110624,37170213,60,7.12,Q,,F,
ACHN,20110624,37170213,60,7.12,Q,,F,
ULTA,20110624,37170213,60,61.18,Q,,F,
EXPE,20110624,37170213,60,27.69,X,,F,
EXPE,20110624,37170213,60,27.69,Z,,F,
WTSLA,20110624,37170213,60,4.39,Z,,F,
PAAS,20110624,37170213,60,29.72,Q,,F,
PETM,20110624,37170213,60,44.32,Y,,F,
WTSLA,20110624,37170213,60,4.39,B,,F,
WTSLA,20110624,37170213,60,4.39,B,,F,
WINN,20110624,37170213,60,8.28,Q,,F,
WINN,20110624,37170213,60,8.28,Q,,F,
FRED,20110624,37170213,60,14,Q,,F,
FINL,20110624,37170213,60,22.71,Q,,F,
CASY,20110624,37170213,60,44.2,Z,,F,
WFM,20110624,37170213,60,60.255,Q,,F,
SOHU,20110624,37170213,600,68.4701,D,Q,F,
